club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-04-06,2026-04-06T04:01:01+00:00,,,,"cupublichealthclub, columbia_hep",2,First aid training TOMORROW ‼️‼️🩹⛑️ No comments yet. Start the conversation. 4 1 2 days ago More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bah,0,https://www.instagram.com/p/DWxqoCaDqTd/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-12-13,2023-12-13T16:37:28+00:00,103,3,0,columbia_hep,1,"LEFTOVER SWIPES? grab some subs from chef mike’s this thursday —> they will go into a community fridge! our amazing food recovery team will be there on the times listed above. PLEASE SHARE! :) emsieler   120w where do we drop the food? Reply View all 2 replies 103 3 December 13, 2023 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta",0,https://www.instagram.com/p/C0zNh7PuwRb/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-09-11,2024-09-11T23:15:58+00:00,38,0,0,columbia_hep,1,"Interested in learning more about our Direct Outreach program? Click the link in our bio to read about what we do and apply for a team!!!🎒❤️ No comments yet. Start the conversation. 38 September 11, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English",0,https://www.instagram.com/p/C_y4Jczu5a4/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-01-23,2024-01-23T22:24:55+00:00,93,0,0,columbia_hep,1,"apply to direct outreach! you know you want to 🫡 application due TOMORROW (wednesday, 11:59 pm)- link in our bio! No comments yet. Start the conversation. 93 January 23, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Españo",0,https://www.instagram.com/p/C2dZ4gDOHdy/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-12-10,2023-12-10T15:10:59+00:00,23,0,0,columbia_hep,1,"Heyyy HEP and members of CUAD- we’re having another potluck!!!!! And you’re invited!! Link to sign up to bring meals etc will be in the insta story❤️ we love you! No comments yet. Start the conversation. 23 December 10, 2023 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελλ",2,https://www.instagram.com/p/C0rVPxrOox5/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-12-02,2024-12-02T01:19:48+00:00,,,,"columbia_hep, treatmentcourtexpansionact, Columbia, University",4,"Join us at the Heyman Center, located in East Campus at Columbia University, to learn about the Treatment not Jail Act and hear from those fighting to decarcerate NY! Join our panelists for a lunch and Q&A! Co-Hosted by TNJAct, Justice-In-Education, and Housing Equity Project. RSVP using the link in our bio! No comments yet. Start the conversation. December 1, 2024 More posts from tr",0,https://www.instagram.com/p/DDDqtIMoWv0/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-12-03,2024-12-03T22:17:19+00:00,482,5,0,"sunrisecolumbia, columbiaydsa, columbia_hep, defend.harlem, Morningside, Heights, Manhattan",7,"Some amazing pictures from our last rally taken by the talented @corrieaune 📸  Although the negotiations with Columbia have just begun we must continue to: educate the community, and apply pressure until our demands are implemented! We can accomplish the following demands with the support of the community and its students. Here are the demands (no exact order):   - We demand",3,https://www.instagram.com/p/DDIfab8S8BG/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-03-29,2024-03-29T20:53:09+00:00,41,0,0,"postcryptcoffeehouse, columbia_hep, bluebirdconcerts",3,"LOCATION AND TIME UPDATE‼️ our performance tomorrow will be happening at St. Paul’s Chapel in collaboration with @postcryptcoffeehouse, now from 8-11pm‼️Show up, bring your friends, and donate to great causes such as @columbia_hep and community fridges. 🫶 see you soon!! No comments yet. Start the conversation. 41 March 29, 2024 More posts from bluebirdconcerts Meta About Blog Jobs Help API Privacy Con",0,https://www.instagram.com/p/C5HL2G2uEEE/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-10-14,2025-10-14T00:18:01+00:00,28,4,0,columbia_hep,1,"SUBMIT ART FOR HOUSING EQUITY PROJECT’S FUNDRAISER!  Please fill out the Google form linked to the QR code if you would like to sell your art (drawings, paintings, written pieces, etc) at the Chinese Student Club Night market on behalf of HEP! We are accepting submissions until Tuesday, October 21st. Please don’t hesitate to reach out to us with any questions. We can’t wait to see your submissions! No comments yet. Start the conversation. 28 4 October 13,",0,https://www.instagram.com/p/DPxO1TWjhI7/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-11-09,2025-11-09T18:13:02+00:00,27,1,0,columbia_hep,1,"A sweet throwback to FRN’s HEPpy Halloween baking social! 🎃🧁 Thanks to everyone who joined the spooky fun! __becca_c   21w beautiful 🔥 Reply 27 1 November 9, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi",0,https://www.instagram.com/p/DQ2Ghpdjqvw/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-07-20,2025-07-20T18:41:42+00:00,109,8,0,columbia_hep,1,"Recovery today from Dodge!! Sooo many clothes we can give away! Now we have to wash them all, sort, and store them! glynisomeara   37w Yay!!! 1 like Reply hailey_chan28   37w oh go hagen🙌 1 like Reply __becca_c   37w 🔥🔥 1 like Reply ellanevaehhenry   37w wonderful! ❤️‍🔥 1 like Reply eliyaboni   37w LOVE 1 like Reply luka_pusic   37w Hagen😍🥰 1 like Reply tibc_   37w 🥰🥰 1 like Reply maeve.11   37w 🔥🔥🔥 1 like Reply 109 8 July 20, 2025 More posts from columbi",0,https://www.instagram.com/p/DMVwxlGOaQo/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-01-23,2024-01-23T19:21:58+00:00,22,0,0,columbia_hep,1,"Hey all! In order to stay open Friends REALLY needs volunteers for February. If you’ve been trained PLEASE PLEASE PLEASE sign up for a shift in February. If you haven’t been trained or have questions about logging in or anything, feel free to reach out in the Slack Shelter channel with any questions❤️❤️ No comments yet. Start the conversation. 22 January 23, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy T",0,https://www.instagram.com/p/C2dE8pmOlSV/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-05-05,2025-05-05T05:49:06+00:00,1,0,0,columbia_hep,1,"We will be hosting our annual end of year HEP party today in place of our normal Gen Body🎊🎊 Come with your fellow volunteers and friends <3   BYOB and please check your initiative group chats for the exact location! glynisomeara   48w Wow this seems like such a cool and awesome event! I sure can’t wait to attend! 2 likes Reply 1 May 5, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram",0,https://www.instagram.com/p/DJQr8cPOLI5/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-04-30,2024-04-30T19:03:20+00:00,888,10,0,columbia_hep,1,"HEP is “appalled and saddened,” to use the words of President Rosenbury, that people WILL GO HUNGRY as a direct result of Columbia’s ridiculous policy around campus entry. SHAME ON YOU! anumqahmad   100w hep 🤝 Muslims : being kicked out of Earl hall Reply anamariar123   101w Can we donate to y’all? Reply ramonathemona   101w Are there mutual aid spaces nearby? How can the surrounding community assist? NYCHA developments are always providing this support.",1,https://www.instagram.com/p/C6ZYt3XuPtj/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-02-02,2026-02-02T14:35:59+00:00,9,0,0,columbia_hep,1,"Applications to be on the Direct Outreach team are due tonight, at 11:59pm! We encourage both returning and new members to apply!! Please reach out with any questions No comments yet. Start the conversation. 9 February 2 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά",0,https://www.instagram.com/p/DUQlMuPDqmj/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-03-03,2025-03-03T04:53:31+00:00,,,,columbia_hep,1,"hep-py almost midterms! use your monday night for some extra studying, or time with friends and reconnecting before a busy next week. thank you for all of your continued work this semester & we will see you next week! 🤍 No comments yet. Start the conversation. March 2, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified En",0,https://www.instagram.com/p/DGuXgOruZrY/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-10-12,2025-10-12T06:49:00+00:00,14,0,0,columbia_hep,1,"LORAX THEMED SANDWICH MAKING!! 🟠🥸🗣️🌳 DRESS UP AS A LORAX CHARACTER AND MAKE SANDWICHES WHILE WE WATCH THE LORAX … may the best dressed win 🤫🤫 No comments yet. Start the conversation. 14 October 12, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (",0,https://www.instagram.com/p/DPsx_IeDjLL/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-01-19,2024-01-19T20:53:56+00:00,72,0,0,"columbia_hep, Edited",2,"The event is dead so if you want free food, you won’t be participating! Grab now in lower level of Diana (tofu fajitas, pulled chicken, salmon, salad, nachos) No comments yet. Start the conversation. 72 January 19, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch",0,https://www.instagram.com/p/C2S8LkrOXg4/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-11-09,2025-11-09T18:06:51+00:00,102,0,0,"barnardmcac, seeatbarnard, columbia_hep",3,"FRN’S BIG SUB RECOVERY!! We recovered around 135 meals!!!! Thank you McAc and Barnard SEE for collaborating with us. 🩵🥪 No comments yet. Start the conversation. 102 November 9, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά En",0,https://www.instagram.com/p/DQ2F0Y6Dic_/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-02-10,2025-02-10T20:31:48+00:00,1,0,0,columbia_hep,1,"tonight!! join for a special presentation and training from Columbia’s own student health experts. bring friends and affiliates interested in HEP or practicing emergency care. see you soon 🏥🩺🩻 __becca_c   60w 🔥 Reply 1 February 10, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk",0,https://www.instagram.com/p/DF5-MBVS0cv/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-12-13,2024-12-13T12:51:45+00:00,42,0,0,columbia_hep,1,"one last item drive happening this weekend! No comments yet. Start the conversation. 42 December 13, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa",0,https://www.instagram.com/p/DDhOo3huHip/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-10-24,2023-10-24T22:23:18+00:00,36,0,0,columbia_hep,1,"TELL YOUR FRIENDS‼️ HEP will be having a bake sale to help fundraise for basic necessities for our community members living on Broadway! Your money will go to buying things such as underwear (which we always buy new), socks, hats, and thrifted winter clothes to name a few! Please consider stopping by: the treats are sure to be delicious! No comments yet. Start the conversation. 36 October 24, 2023 More posts from columbia_hep Meta About Blog Jobs Help AP",0,https://www.instagram.com/p/CyzFXDnuQdP/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-10-17,2024-10-17T01:16:50+00:00,44,1,0,columbia_hep,1,"Been hoping to do some spooky fall baking?? Look no further! FRN is hosting a special event open to all this Sunday! Hope to see you there, and hope to see everyone’s fantastic costumes💀🎃🍁🍪🧑‍🍳 anniefasulo   76w YES🧡🧡 1 like Reply 44 1 October 16, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية",0,https://www.instagram.com/p/DBNNzQkOZsU/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-11-15,2023-11-15T02:29:16+00:00,246,0,0,columbia_hep,1,"The Housing Equity Project is proud to join the CU Apartheid Divest Coalition, and to stand in solidarity with the fight for a free Palestine. Visit the link in our story to read the full statement. No comments yet. Start the conversation. 246 November 14, 2023 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrika",5,https://www.instagram.com/p/CzpmM4JuvO_/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-03-01,2025-03-01T19:02:38+00:00,3,0,0,"ciatcu, columbia_hep",2,"thank you to ALL who attended our #rave last Monday 😘😘 congrats to team SOAP for winning the competition & to everyone for packing SO MANY distribution bags. as spring approaches, these are going to be vital to our surrounding community.   check out our 3 best dressed attendees ;) who is your fav? anumqahmad   57w Yasss Reply gina_lazzara   57w love it!! Reply glynisomeara   57w Soooooo true Reply 3 March 1, 2025 More posts from columbia_hep",0,https://www.instagram.com/p/DGqvFm_uq_W/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-10-20,2025-10-20T00:12:35+00:00,,,,columbia_hep,1,"HEP is changing gen bod meeting rooms! We will be meeting in MATH 312 for the rest of the semester. Our usual meeting time for Monday at 8 pm will continue. See you tomorrow and good luck with midterms! :) No comments yet. Start the conversation. October 19, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrik",0,https://www.instagram.com/p/DQAq-0nDr5m/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-03-06,2026-03-06T17:10:35+00:00,28,1,0,columbia_hep,1,Tonight!!! Location Changed to 501 Dodge! tyler.carmona   4w please answer DM. I asked how to get involved and I was told to DM yet haven't received a response in months. Reply 28 1 March 6 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (E,0,https://www.instagram.com/p/DVjQV-_DubH/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-11-17,2025-11-17T22:18:19+00:00,,,,"columbia_hep, cudems",2,"This Wednesday, we’re collaborating with the Housing Equity Project to assembly toiletry kits. Join us at 9 PM in Uris 142! 💙 No comments yet. Start the conversation. November 17, 2025 Comments on this post have been limited. More posts from cudems Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deut",0,https://www.instagram.com/p/DRLI9JfgYEY/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2026-03-20,2026-03-20T15:45:57+00:00,40,5,0,"cu_aapi, columbia.aaa, Edited",3,"Join AAA and CUAAPI at 7pm on Wednesday, March 25 in Barnard’s 203 Diana for an ICE Watch Training and Whistle Kit Making session!  (There will be snacks! 😋)  * feel free to pop in whenever if you can’t make the entire duration. The first half of the event will be dedicated to training, and then we will transition to whistle kit making in the second hour. No comments yet. Start the conversation. 40 5 March 19 More posts from columbi",0,https://www.instagram.com/p/DWEs5PVADN3/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-08-31,2025-08-31T01:59:22+00:00,451,2,10,"sunrisecolumbia, columbia.aaa, the116thinitiative, cu_aapi, columbia.jvp, cu_studentunion, columbiaydsa",7,"⚠️ LOCATION CHANGE ⚠️ — In light of new place & manner restrictions on student events on campus, organizers have made the decision to move Disorientarion to Riverside Park (at 116th Street) in the interest of protecting all students involved. Please wear a mask (masks will be provided at the event). Share widely! raindropsontheroof   30w why would a “disorientation",0,https://www.instagram.com/p/DOAHdF4Dmdf/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-11-14,2024-11-14T05:27:15+00:00,79,3,0,"damayanmigrantworkers, cu_aapi, Edited",3,"AAPI Interboard presents… our very first Nourishing Roots dinner! Join us for a community dinner, conversation, photography exhibit, and presentation from the Damayan Migrant Workers Association. Damayan is a grassroots organization that serves and empowers low-wage Filipino migrant workers living and working in NYC and NJ. We will discuss the work Damayan does, Filipino labor history, community-building, and much more!  Food will be",0,https://www.instagram.com/p/DCKiSmkyBxm/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-12-10,2025-12-10T14:54:40+00:00,123,10,8,"columbia.aaa, theteastandnyc, cu_aapi, Edited",4,Come nourish your roots with a course of tea and its anti-imperial history in collaboration with @theteastandnyc 🍵🍵Stop by at 526 W. 114th next Thursday 5:00pm during reading week! Our friends from @the116thinitiative will be tabling at the event! theteastandnyc   17w FREE TEA FOR ALL!!! 2 likes Reply ewmilywang   17w omg 1 like Reply mirandasalive   17w LFGGGGG 2 likes Reply iristshu   17w Super awesome. Love u gu,0,https://www.instagram.com/p/DR6QzQ6DDel/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-10-07,2025-10-07T00:53:19+00:00,76,1,0,"columbia.aaa, cu_aapi",2,"Thank you to everyone who came to our Palestine Pin-Making picnic! It was so great seeing everyone there 🌸 We’re going to be hosting these kinds of events throughout the year, so please bring your friends!  If you would like to get more involved with planning/hosting for CUAAPI, fill out the interest form in our bio! We always love having new members :) 0r4nda   26w Paper toss easy mode 🔥 Reply 76 1 October 6, 2025 More posts from cu_aapi M",5,https://www.instagram.com/p/DPfRTwBjB13/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-09-03,2024-09-03T21:35:43+00:00,131,1,0,"columbiaksa, cuapahm, cu_aapi, Columbia, University",5,"We’re recruiting for the new semester! Join CU AAPI Interboard, KSA, and APAHM for a Palestine arts & crafts picnic. Learn more about what our clubs do on campus, meet our members, browse some zines, and make cute felt pins with us! Snacks will be provided 🍓🍡🧃  Sunday, September 8th Math lawns (green space in front of Columbia Math hall) sakirahermawan   83w 😍😍😍😍😍😍😍 Reply 131 1 September 3, 2024 More posts from cu_aapi",5,https://www.instagram.com/p/C_eGUMguitU/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-09-13,2024-09-13T22:41:29+00:00,176,4,7,"cu_aapi, Edited",2,"Official manifesto for Columbia University's AAPI Interboard.  DM to get involved! channieface   80w love <3 Reply justinbchen   114w AAA was also founded under similar circumstances in the 90s amid the hunger strikes, as a coordinating group of all the Asian American groups on campus at the time before becoming its own activist organization. It's interesting to see this repeat 30 years later. 1 like Reply erin.choi   114w 👏👏👏 Reply safiyaobrien   114w Lov",0,https://www.instagram.com/p/C2qrI7dua6H/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,,,,,,,0,"2 nodutdol 4 people Follow EDIT: Yunseo's court hearing has been postponed to May 29! … more 1,242 15 simonsits Follow What am I supposed to do with this?! 😭❤️ @muddypawsrescuenyc … more 212K 5,668 460 nodutdol 4 people Follow EDIT: Yunseo's court hearing has been postponed to May 29! … more 1,242 15 carlyweinstein Follow TBT to when I said I’d never live up here 199 allezsportstv 3 people Follow ""March is happening NOW."" … more Likes 7 7 cbsmornings 2 people Follow @mindykaling’s great joys in",0,https://www.instagram.com/reel/DIUaxvYzprg/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-05-12,2025-05-12T16:46:33+00:00,3300,13,0,"cu_aapi, palestinianyouthmovement, peoplesforumnyc, nycpym, nodutdol, Edited",6,EDIT: Yunseo's court hearing has been postponed to May 29!  We’re calling a town hall to organize support for Yunseo Chung and other students targeted by the Trump administration! Now’s the time to organize a robust defense of Yunseo and other students being persecuted by the Trump administration for their opposition to genocide in Palestine.  Yunseo Chung is a 21-year-old Korean American stu,5,https://www.instagram.com/p/DIJvBL1uzU8/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-12-12,2024-12-12T18:07:51+00:00,2100,0,0,"raw_elementz, onyx_cu, cu_aapi, cumc4palestine, columbia.psc, columbia.aaa, Edited",7,"In order to prevent this discriminatory behavior from impeding the functioning of University institutions and to reaffirm the belonging of vulnerable minority students at our school, we ask that you join us in calling for the following actions from University administration:  1. A public statement from Columbia administration repudiating this discriminatory attack. 2. The removal of",0,https://www.instagram.com/p/DDdMtIXOZWv/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-09-18,2024-09-18T20:47:03+00:00,3100,19,0,"columbiaksa, drumnyc, nodutdol, columbia.aaa, asians4palestinenyc, cu_aapi, Edited",7,"Join us for Palestine & Asian America: (Re)Imagining Solidarity Against Imperialism this Friday, September 20th from 2-4PM, featuring guest speakers from @nodutdol, @drumnyc, and @asians4palestinenyc. Learn more about activism outside of Columbia — and what that can teach us as student organizers — and the unity of the Asian/Asian American and Palestinian struggles for liberation.   Avail",5,https://www.instagram.com/p/C_4DMaguh7m/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-05-18,2025-05-18T18:41:41+00:00,214,1,0,"cu_aapi, barnardalumni4palestine, cuhspal, columbia.sds, cu_studentunion, columbia4palestine, Columbia, University",8,"🔥BAKE SALES FOR PALESTINE, MONDAY AND TUESDAY❤️‍🔥  Join us for bakes sales 10am-4pm, Monday and Tuesday this week to raise money for two families on the ground in Palestine. We’ll be selling baked goods for sliding scale $3-$5, alongside pins and Palestinian flags for graduates and their families to bring to their ceremonies. 🇵🇸🍪 messyfemme   46w hi",5,https://www.instagram.com/p/DJzisYZxnhG/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-09-18,2024-09-18T20:45:38+00:00,360,8,0,"columbiaksa, drumnyc, cuapahm, nodutdol, columbia.aaa, asians4palestinenyc, columbia.jvp, cu_aapi, Edited",9,"RSVP for Palestine & Asian America: (Re)Imagining Solidarity Against Imperialism on Friday, September 20th, 2-4PM! Join @cu_aapi, @nodutdol, @drumnyc, and @asians4palestinenyc for a panel and Q&A about what it means to organize as Asian Americans, and why the fight for Palestine is so essential to our resistance against imperialism. 🕊️  Available only through Zoom for",5,https://www.instagram.com/p/C__KW5xuOhl/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-10-07,2025-10-07T20:02:15+00:00,333,1,4,"cuturath, barnardskipstop, columbiapoliticalunion, cu_aapi, columbia.psc, Columbia, University",7,"TOMORROW NIGHT, Wednesday, October 8th! There will be Palestinian food, culture, and community at Butler Lawns from 7 PM to 9 PM. Uris 202 if raining. Bring your friends! 💖 No comments yet. Start the conversation. 333 1 4 October 7, 2025 More posts from columbia.psc Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads",0,https://www.instagram.com/p/DPhUyphkZIS/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-09-30,2025-09-30T00:18:04+00:00,75,3,0,"columbia.aaa, cu_aapi",2,"Join us this Friday for a welcome picnic collaboration between Asian American Alliance and AAPI Interboard!! Make beautiful felt pins with us to show support for a free Palestine!   October 3, 12-4PM @ Sakura Park! No comments yet. Start the conversation. 75 3 September 29, 2025 More posts from cu_aapi Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users M",5,https://www.instagram.com/p/DPNLtbqDI6j/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2026-03-02,2026-03-02T18:36:34+00:00,49,6,0,"cu_aapi, columbia.aaa",2,"Join AAA and CUAAPI this Wednesday in at 7pm in Barnard’s Milstein Room 112 to talk about current events relating to rights, information on ICE abductions and trainings, and more to protect each other and our communities. All students are welcome! No comments yet. Start the conversation. 49 6 March 2 More posts from columbia.aaa Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Conta",0,https://www.instagram.com/p/DVZGCftgMaz/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2026-04-06,2026-04-06T16:50:26+00:00,1,,,"yayanetwork, the116thinitiative, cu_aapi, columbia.psc, thecolumbiaintifada",5,"Join us this thursday at the @yayanetwork for a teach-in on the creation and history of ICE, and a skills-based know your rights training! We’re happy to be partnering with @cu_aapi and @the116thinitiative for this event, and we’ll be selling baked goods and screen printed shirts to support mutual aid efforts on the ground in Lebanon and to support one of our comrades! See you all at",0,https://www.instagram.com/p/DWzB9GPks4K/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2025-10-13,2025-10-13T22:45:37+00:00,677,6,0,"cuturath, columbia.afghans, columbiapoliticalunion, cu_aapi, columbia.psc, Columbia, University, Edited",8,"Many of the foods and items featured at the Palestinian Cultural Night would be banned in Gaza for “security reasons” by the occupation. Prohibited items include: nutmeg, fabric for clothing, ginger, musical instruments, seeds & nuts, dried fruit, and more. These restrictions are imposed by the Israeli authorities as part of a years long siege on Gaza. This Palest",5,https://www.instagram.com/p/DPxDp2qgUNs/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-02-01,2024-02-01T21:19:34+00:00,122,3,0,"cuapahm, columbiaydsa, columbia.aaa, csersabcolumbia, columbia.vsa, cu_aapi, Buell, Hall",8,"VIETNAM-PALESTINE TEACH-IN 🇻🇳🇵🇸 Join us next Friday, Feb. 9 at 5 PM to learn about the anti-war movement, its relevance to the question of Palestine today, and Việt Nam and Falasṭīn’s mutual struggle against imperial and colonial violence. Featuring panelists Mahmood Mamdani, Mark Rudd, Ngô Thanh Nhàn, and Mariam from @palestinianyouthmovement  📍East Gallery, Buell Hall 🔗 RSVP here: b",5,https://www.instagram.com/p/C20dj08PTlE/,,,,,,,,,,,,
AAPI Interboard,cu_aapi,ok,2024-09-09,2024-09-09T20:31:50+00:00,74,2,0,"columbiaksa, cuapahm, cu_aapi",3,"Thank you so much to everyone who came out to our Palestine Arts & Crafts picnic yesterday ❣️ No worries if you missed us this time, we look forward to hosting more events like this throughout the school year 🫂  If you are interested in joining AAPI Interboard, please fill out the interest form linked in our bio to get connected into the network! We look forward to meeting you all very soon 🪷 columbiaksa   82w KSA 🫶S CUAPPI too 1 like Reply cuap",5,https://www.instagram.com/p/C_tbxhnOfVS/,,,,,,,,,,,,
